a=0.5,a=1.0,a=1.5,a=2.0,t
9.940264183,10.15487322,10.23495608,10.29751353,99.6
9.914693714,10.11633144,10.19843799,10.26578769,99.7
9.884314328,10.07192322,10.15493396,10.22507175,99.8
9.85613464,10.03414243,10.12116362,10.19649037,99.9
9.833418717,10.00817718,10.10342241,10.18718384,100
9.811833273,9.983962392,10.08586748,10.17514019,100.1
9.800616759,9.982609873,10.10191797,10.20730003,100.2
9.80688322,10.01458663,10.16388465,10.29700775,100.3
9.829141531,10.07666817,10.26719371,10.43851128,100.4
9.859756277,10.15256733,10.38750186,10.59904667,100.5
9.898156617,10.24103298,10.52391859,10.77939294,100.6
9.937058064,10.32849135,10.65608661,10.94921636,100.7
9.974861284,10.41172707,10.77785126,11.0971327,100.8
10.0113876,10.49004249,10.88706433,11.21909717,100.9
10.04563558,10.5603656,10.97705633,11.30451632,101
10.08050548,10.62944127,11.06174482,11.3811251,101.1
10.11990766,10.70818246,11.16465699,11.4910117,101.2
10.16306159,10.79494831,11.28272308,11.62668449,101.3
10.20939189,10.88860025,11.41458189,11.78565232,101.4
10.25563499,10.98071766,11.53999837,11.92832322,101.5
10.30090741,11.06847509,11.65117653,12.03983617,101.6
10.34445827,11.14874201,11.74007816,12.1077148,101.7
10.38780854,11.22627929,11.82067398,12.164377,101.8
10.43070174,11.30020952,11.89105215,12.20737653,101.9
10.47508477,11.37816794,11.97232138,12.27601645,102
10.51967472,11.45523374,12.05046022,12.3414524,102.1
10.56601156,11.53829007,12.14427885,12.43694275,102.2
10.61194726,11.61783517,12.22680509,12.51180254,102.3
10.65679705,11.69043249,12.28981249,12.55372173,102.4
10.70054835,11.75581975,12.33434983,12.56871844,102.5
10.74499175,11.82329086,12.38731203,12.60511523,102.6
10.78754513,11.87946087,12.41331262,12.6000517,102.7
10.83106166,11.939406,12.45303512,12.62579688,102.8
10.87649013,12.00872051,12.51887252,12.69649417,102.9
10.92294556,12.08254692,12.59615831,12.78441783,103
10.96675446,12.13890093,12.62873465,12.79729412,103.1
11.01241152,12.20508593,12.68878783,12.85960864,103.2
11.05786024,12.26876065,12.74327508,12.91193199,103.3
11.10095291,12.31650762,12.75997031,12.90315898,103.4
11.14527462,12.37115701,12.7979866,12.93528349,103.5
11.19246881,12.44431228,12.88213901,13.04067386,103.6
11.23788949,12.50344064,12.93102961,13.08585028,103.7
11.28527427,12.57576688,13.01266789,13.18380189,103.8
11.33231813,12.64375997,13.08240808,13.25955497,103.9
11.37957015,12.71257532,13.15373827,13.33602838,104
11.426957,12.7814335,13.2246426,13.41036913,104.1
11.47360069,12.84311769,13.27747595,13.45375249,104.2
11.5220289,12.91944486,13.36713751,13.55947571,104.3
11.57011497,12.99105358,13.44335935,13.63987145,104.4
11.61828703,13.06246223,13.51834593,13.71705434,104.5
11.66622151,13.13003858,13.58295347,13.77623575,104.6
11.7139442,13.19441467,13.63967293,13.82313612,104.7
11.76187534,13.25987467,13.69990144,13.87794692,104.8
11.80992695,13.32610976,13.76264255,13.93765412,104.9
11.85860312,13.39829753,13.84049536,14.02294316,105
11.90790338,13.47770407,13.93577444,14.13568533,105.1
11.95650199,13.5453986,13.99887742,14.19091495,105.2
12.00551879,13.61770726,14.07418639,14.26837739,105.3
12.05444307,13.68865505,14.14571259,14.33839782,105.4
12.10318703,13.7553058,14.20569019,14.38915966,105.5
12.15186819,13.82004076,14.26140187,14.43464647,105.6
12.20041947,13.88268161,14.31292719,14.47502108,105.7
12.24894181,13.94472232,14.36437536,14.51739896,105.8
12.29738588,14.00644844,14.41652954,14.56210229,105.9
12.34627229,14.07472198,14.48625482,14.63685502,106
12.39541714,14.14665522,14.56489268,14.7250958,106.1
12.44445507,14.21604866,14.63627277,14.79925994,106.2
12.49371631,14.28887385,14.71604623,14.88672078,106.3
12.54346883,14.37541985,14.83035612,15.03057911,106.4
12.5929712,14.46999952,14.96447728,15.20485109,106.5
12.64253622,14.56299694,15.09206365,15.36400259,106.6
12.69215189,14.65412944,15.21195748,15.50531223,106.7
12.74184812,14.74172156,15.31887905,15.61886338,106.8
12.79156638,14.82725442,15.4179623,15.71626248,106.9
12.84122856,14.91418456,15.52007933,15.81959314,107
12.89077439,15.00304832,15.62698573,15.93179539,107.1
12.94047188,15.08582508,15.71265338,16.001979,107.2
12.99002535,15.17217918,15.80909573,16.09535154,107.3
13.03973882,15.24982174,15.87632597,16.13367558,107.4
13.08944565,15.32198508,15.92786899,16.14921738,107.5
13.13913173,15.39161675,15.97433637,16.1638445,107.6
13.18883782,15.46573858,16.03681734,16.21397899,107.7
13.23854057,15.53795466,16.09474223,16.25867533,107.8
13.28823864,15.6097698,16.15317833,16.30691505,107.9
13.33787216,15.68633489,16.22661762,16.38311843,108
13.3874789,15.76363817,16.30270847,16.46308716,108.1
13.43711453,15.83848633,16.37169228,16.52993895,108.2
13.48656499,15.91926518,16.45873564,16.62810149,108.3
13.53600277,15.99906432,16.54200316,16.7178026,108.4
13.58559383,16.07195988,16.60407721,16.76929381,108.5
13.63521203,16.14219022,16.6595593,16.81141556,108.6
13.68471442,16.21760376,16.73205366,16.88545331,108.7
13.73425744,16.29013032,16.79627806,16.94491555,108.8
13.78370795,16.3649676,16.86799098,17.018149,108.9
13.83307785,16.44084657,16.9428544,17.09649263,109
13.88231355,16.51876512,17.02361881,17.18428521,109.1
13.93176061,16.58999839,17.08451471,17.23621362,109.2
13.98125321,16.65863857,17.13915514,17.27906158,109.3
14.03070797,16.72767743,17.19648184,17.3290411,109.4
14.08032687,16.78006774,17.20835895,17.3023678,109.5
14.12993787,16.83634777,17.23712766,17.31374299,109.6
14.17942064,16.90485181,17.30276417,17.38922803,109.7
14.2289364,16.97081178,17.36185376,17.45197768,109.8
14.27847806,17.03456045,17.41585446,17.50533321,109.9
14.32804842,17.0949565,17.46214042,17.54572607,110
14.37702408,17.17569851,17.56356488,17.67730401,110.1
14.4254945,17.26276551,17.68027285,17.82963358,110.2
14.47312678,17.35523297,17.81007872,17.99998542,110.3
14.52135369,17.44243989,17.92257971,18.13653646,110.4
14.56969571,17.5273825,18.0264842,18.25437809,110.5
14.61815056,17.60995512,18.12167159,18.35402232,110.6
14.66625421,17.69550123,18.22479811,18.46762383,110.7
14.71388749,17.78424995,18.33663011,18.59598162,110.8
14.76166031,17.87090181,18.43991168,18.7056625,110.9
14.80923299,17.95790607,18.54279851,18.81345677,111
14.85764501,18.03401367,18.60838416,18.84840984,111.1
14.90605428,18.10970099,18.67395502,18.88992472,111.2
14.95479773,18.17867665,18.71966592,18.89982603,111.3
15.00361874,18.2442787,18.75757554,18.90399337,111.4
15.0529487,18.29159606,18.74490908,18.82671268,111.5
15.10200368,18.34920771,18.77089506,18.83383845,111.6
15.15128078,18.39711825,18.77400641,18.80717046,111.7
15.20066262,18.43817246,18.76527312,18.76857645,111.8
15.24985487,18.48975961,18.79235323,18.7957718,111.9
15.29889303,18.5468814,18.83725127,18.85121045,112
15.34819648,18.59061532,18.84893103,18.85141427,112.1
15.39755027,18.62900666,18.85168039,18.84060422,112.2
15.44689305,18.66847571,18.86272965,18.84639049,112.3
15.49626032,18.70578139,18.87277258,18.85178218,112.4
15.54568258,18.72189313,18.83516937,18.78202054,112.5
15.59510728,18.74288606,18.8189568,18.75576138,112.6
15.6445178,18.76274863,18.80640063,18.73769345,112.7
15.69373483,18.76001671,18.74723649,18.64882913,112.8
15.74310101,18.77876837,18.74689072,18.65811007,112.9
15.79246234,18.79919775,18.75350073,18.67592887,113
15.84184833,18.83579872,18.79687923,18.7461633,113.1
15.89120902,18.86088339,18.8149731,18.77294997,113.2
15.94054434,18.88356003,18.82919239,18.79204757,113.3
15.98977634,18.89634621,18.82363657,18.7794055,113.4
16.03896144,18.90889773,18.82054341,18.77217254,113.5
16.08806618,18.91890996,18.8146191,18.76145504,113.6
16.13731166,18.94384995,18.84244299,18.8036619,113.7
16.18655319,18.96995992,18.87258161,18.84659796,113.8
16.23575511,18.99605467,18.90170563,18.88457424,113.9
16.28493554,19.023848,18.93352517,18.92427037,114
16.33411351,19.05342314,18.96851863,18.96722875,114.1
16.38326766,19.08294609,19.00271507,19.00721019,114.2
16.43239264,19.10948774,19.0309578,19.03742247,114.3
16.48151116,19.13490197,19.05752852,19.06549418,114.4
16.53060746,19.16297341,19.08881265,19.09988183,114.5
16.57953094,19.18304068,19.10265979,19.10534022,114.6
16.62813247,19.18925146,19.08837831,19.06784763,114.7
16.67663448,19.19330286,19.07352312,19.03624342,114.8
16.72462427,19.18155369,19.02876921,18.96194406,114.9
16.77250364,19.17216753,18.99488621,18.91278468,115
16.82039792,19.16827515,18.97669364,18.89182851,115.1
16.8677862,19.15234238,18.93695709,18.83899091,115.2
16.9150105,19.1358642,18.90121889,18.79661485,115.3
16.96131553,19.099125,18.82898723,18.70116621,115.4
17.00713949,19.05921921,18.7575504,18.61370986,115.5
17.05255378,19.01842016,18.69082336,18.53799755,115.6
17.0984312,18.99580037,18.66458958,18.52484247,115.7
17.14410437,18.97432692,18.64169532,18.51356985,115.8
17.18919825,18.94564292,18.60628139,18.48144308,115.9
17.23329924,18.90376453,18.54742713,18.41357407,116
17.27691817,18.86190548,18.49182482,18.35281219,116.1
17.320262,18.82272557,18.44468133,18.30658733,116.2
17.36340339,18.78893296,18.40874709,18.27612684,116.3
17.40656803,18.76243244,18.38717757,18.26567985,116.4
17.45024912,18.74911122,18.39023941,18.28973252,116.5
17.49282631,18.72352695,18.3680833,18.27110298,116.6
17.5352263,18.70279391,18.35351716,18.26211325,116.7
17.57749633,18.68550871,18.34471271,18.26061331,116.8
17.61951325,18.67003167,18.33788466,18.26019029,116.9
17.66033367,18.64164996,18.30674258,18.22203554,117
17.70066004,18.61275161,18.27561162,18.18605026,117.1
17.74004601,18.57889072,18.23502839,18.13633504,117.2
17.78000402,18.55911687,18.22238433,18.13151869,117.3
17.82078047,18.55555603,18.23775023,18.16607125,117.4
17.86006051,18.53639052,18.22270801,18.15128868,117.5
17.89857748,18.51293137,18.19963753,18.12464229,117.6
17.93554552,18.47546463,18.15181069,18.06237824,117.7
17.97233676,18.444737,18.11767521,18.02405892,117.8
18.00634848,18.38810598,18.0366105,17.91641377,117.9
18.03917815,18.32797268,17.95476344,17.81636839,118
18.07345101,18.29439631,17.9258074,17.79938366,118.1
18.1054413,18.24321666,17.86504752,17.73311217,118.2
18.13656123,18.19142316,17.80652639,17.67283307,118.3
18.16713638,18.14407911,17.75701147,17.62570887,118.4
18.19716454,18.10060934,17.71449545,17.58761439,118.5
18.22664377,18.06052883,17.67748529,17.55585105,118.6
18.25558614,18.02278471,17.64493937,17.52978306,118.7
18.28397325,17.98776972,17.61591764,17.50666946,118.8
18.31092728,17.94538476,17.57600717,17.46854692,118.9
18.3375598,17.90906041,17.54497938,17.44163828,119
18.36754597,17.90737814,17.57256595,17.49826154,119.1
18.39906741,17.92071295,17.62146155,17.57968168,119.2
18.42751131,17.9120522,17.62791062,17.59196297,119.3
18.45533458,17.90218262,17.63066682,17.59780299,119.4
18.48246633,17.89065848,17.62947309,17.59760458,119.5
18.50882651,17.87772958,17.62326218,17.5888119,119.6
18.53491645,17.86717859,17.61995326,17.58477294,119.7
18.56016467,17.854303,17.61165561,17.57356975,119.8
18.58475056,17.8405848,17.6019104,17.56151842,119.9
18.60644336,17.80920499,17.56112638,17.50446803,120
18.62324204,17.74739121,17.46503531,17.36735836,120.1
18.63969234,17.69326414,17.39096397,17.2771469,120.2
18.66186338,17.68789853,17.40799855,17.32386763,120.3
18.67379095,17.614336,17.29729641,17.17352822,120.4
